id,Subject,Type,Status,Assignee,Priority,Team,Work,Total work,Author,Category,Version,Bug Types,Project phase,Project,Parent,Description
1254,"UI/UX_Screen Game Mode, các Card chọn Game Mode chưa Update các Icon ở góc trên bên phải  như trong thiết kế.",Bug,New,"",Normal,"","","",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào Screen GameMode Selection
    
2.  Check góc trên bên phải của các Panel giới thiệu Game Mode.
    

Resulting Behavior:

*   Các Panel thiếu các Icon như trong Design
    

Expected Behavior:

*   Các Panel có đủ các Icon như trong Design.
    

System Info: iOS26.2, Iphone16 Plus.  
  

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/964/content"">"
1255,"UI/UX_Track NHS Sprint & NHS TimeAttack chưa Update đúng quãng đường đua còn lại, về đích khi mới chỉ 90% cuộc đua.",Bug,New,"",Normal,"","","",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào Track NHS Sprint và NHS TimeAttack.
    
2.  Đua tới cuối Track.
    
3.  Check Race HUD.
    

Resulting Behavior:

*   Cuộc đua kết thúc khi số đếm dừng ở 90%
    

Expected Behavior:

*   Cuộc đua kết thúc khi số đếm dừng ở 99%
    

System Info: iOS26.2, Iphone16 Plus.

<br>"
1256,"FEA_Tutorial Scripts 1, nếu giữ nút rẽ trái hoặc phải trước khi Steps 4 (Drift Toggle) yêu cầu trên màn hình thì Step 4 sẽ tự động kích hoạt.",Bug,Tested,Dat Quang,High,"",2.0,"",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"","Steps to Reproduce:

1.  First Player Restart và Test như bình thường.
    
2.  Hoàn thành Step 3.
    
3.  Tiếp tục sử dụng Control Trái/Phải để đua (Không để chế độ chạy tự động)
    
4.  Chơi tới Steps 4.
    

Resulting Behavior:

*   Steps 4 hiện lên và hoàn thành ngay lập tức khi người chơi nhả ngón tay khỏi màn hình.
    
*   Nếu người chơi còn giữ nút rẽ trái thì Step 5 cũng đồng thời hoàn thành.
    

Expected Behavior:

*   Step 4 không tự động kích hoạt.
    
*   Tutorial có thể sửa theo hướng đợi người chơi kết thúc Input hiện tại (Bỏ tay ra khỏi màn hình) rồi mới nhận lại Input của người chơi.
    

System Info: iOS26.2, Iphone16 Plus."
1257,"FEA_Ở chế độ FirstPlayer, sau khi kết thúc Scripts Basics Controls 1 chưa tự động load vào Map VN Tour mà load vào Screen Main.",Bug,Tested,Dat Quang,High,"",1.0,"",Phuoc Ho Duc,"","",Graphicals,"",VNRacing,"","Steps to Reproduce:

1.  Hoàn thành Tutorial Basics Control 1.
    
2.  Đua hết Track Sơn Trà Sprint hiện tại và Sklip hết màn hình Results sau cuộc đua.
    
3.  Check Screen.
    

Resulting Behavior:

*   Game Load Screen Main rồi mới load Screen Vn Tour.
    

Expected Behavior:

*   Game Load Screen Vn Tour mà không qua Screen Main.
    

System Info: iOS26.2, Iphone16 Plus."
1258,"FEA_Tutorial Scripts 2, lỗi không kích hoạt Step 4.",Bug,Tested,Liem Tran,High,"",1.0,"",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"","Steps to Reproduce:

1.  Lựa chọn FirstTime Player. chơi hết Tutorial Scripts 1.
    
2.  Theo các bước của Tutorials Scipts 2.
    
3.  Tới Step 4.
    

Resulting Behavior:

*   Không kích hoạt Step 4, trên màn hình Nút Race bị khóa.
    

Expected Behavior:

*   Step 4 kích hoạt bình thường.
    

System Info: iOS26.2, Iphone16 Plus."
1259,"GRA_Đồ họa của game bị nhạt, mất màu.",Bug,New,"",Immediate,"","","",Phuoc Ho Duc,"","","","",VNRacing,"",""
1261,"Nút Home ở màn hình chọn Map bấm vào  không trở về màn hình chính, bị lỗi",Bug,Tested,Liem Tran,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,User story #1930: Main Menu Game,""
1262,Sau khi đua xong out ra bị mất mainscreen.,Bug,Tested,Liem Tran,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #528: PlayResults,""
1263,Race_Reset,Task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #523: UI_In Game,""
1265,Check&Fix lại font chữ Game Mode ,Bug,Tested,Hieu Hoang,Normal,"",0.5,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #525: GameMode-Key Screen,""
1266,Sound Map Sơn Trà Circuit,Summary task,New,Hu Huynh,Normal,Sound,8.0,8.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",""
1267,Sound Map Hội An,Summary task,New,Hu Huynh,Normal,Sound,8.0,8.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #861: SOUND & MUSIC,""
1268,Ambience Sound Track Son Tra Circuit ,Task,New,"",Normal,Sound,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1266: Sound Map Sơn Trà Circuit,""
1269,Track Sơn Trà Time Attack,Task,New,"",Normal,Sound,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
1270,Ambience Sound Hoi An Sprint,Task,New,"",Normal,Sound,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1267: Sound Map Hội An,""
1271,Ambience Sound Hoi An Circuit,Task,New,"",Normal,Sound,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1267: Sound Map Hội An,""
1272,Ambience Sound Họi An Time Attack ,Task,New,"",Normal,Sound,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1267: Sound Map Hội An,""
1273,Sound Map Downtown,Summary task,New,Hu Huynh,Normal,Sound,24.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #861: SOUND & MUSIC,""
1274,Sound Map Ngu Hanh Son,Summary task,New,Hu Huynh,Normal,Sound,24.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #861: SOUND & MUSIC,""
1275,Sound Map Dong Giang,Summary task,New,Hu Huynh,Normal,Sound,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #861: SOUND & MUSIC,""
1276,Sound VF8 Car,Task,New,"",Normal,Sound,56.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1279: CAR SOUND,""
1277,Sound Mercedes-Benz AMG GT R,Task,New,"",Normal,Sound,56.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1279: CAR SOUND,""
1278,Sound Sedan Car ,Task,New,"",Normal,Sound,56.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1279: CAR SOUND,""
1279,CAR SOUND,Summary task,Waiting For Approve,Ai Vuong,Normal,Sound,"",168.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #861: SOUND & MUSIC,"*   Tiếng động cơ 3 xe: LUXA, VF8,MER
    
    <br>"
1280,"Là Player, tôi muốn đua xe ở phố cổ Hội An",User story,In progress,"",Normal,"","",341.5,Giang Duong Vo Tra,"","","","",VNRacing,"User story #2006: Là Player, tôi muốn có City Đà Nẵng trong Vn Tour GameMode.",""
1281,"Là Player, tôi muốn đua xe ở địa hình Sơn Trà ",User story,In progress,"",Normal,"","",1048.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #2006: Là Player, tôi muốn có City Đà Nẵng trong Vn Tour GameMode.",""
1282,"Là Player, tôi muốn đua xe ở Da Nang Downtown",User story,In progress,"",Normal,"","",497.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #2006: Là Player, tôi muốn có City Đà Nẵng trong Vn Tour GameMode.",""
1285,Concept Review Level Đông Giang,Task,On hold,Châu Nguyễn,Normal,Concept Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #1048: Là Player, Tôi muốn đua xe ở địa hình Đông Giang",""
1287,Concept Review Level Da Nang Downtown,Task,Waiting For Approve,Châu Nguyễn,Normal,Concept Art,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #1282: Là Player, tôi muốn đua xe ở Da Nang Downtown",""
1290,BAKE LIGHT,Summary task,New,"",Normal,Tech Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,Feature #1658: Lighting Setting,""
1327,GD_ Buglist 3395,Task,New,Phuoc Ho Duc,Normal,Dev,"",3.0,Giang Duong Vo Tra,"","","","",VNRacing,Bug #312: BUG TEST,""
1351,FEA_Xe trong Screen Garage bị lệch qua phải so với UI,Bug,Waiting For Approve,Liem Tran,High,"",2.0,"",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào Screen Garage.
    
2.  Check Camera và so sánh với UI trên Screen.
    

Resulting Behavior:

*   Camera bị lệch sang phải.
    
    <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1025/content"">
    

Expected Behavior:

*   Camera nằm chính giữa khu vực chọn xe trên UI như trong REF.
    
*   <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1003/content"">
    

System Info: iOS26.2, Iphone16 Plus."
1352,OBJ_Thiếu các Object làm rào chắn cho khu vực dưới cầu Map DownTown Circuit,Bug,Confirmed,thong tran,Normal,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,"User story #1282: Là Player, tôi muốn đua xe ở Da Nang Downtown","Steps to Reproduce:

1.  Đua Map DN Downtown Circuit.
    
2.  Chạy tới khu vực trong REF.
    

Resulting Behavior:

*   Khu vực không có Object Visual rào chắn nhưng có Collision.
    

Expected Behavior:

*   Khu vực có Object Visual rào chắn và có Collision.
    

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1007/content"">

System Info: iOS26.2, Iphone16 Plus."
1357,FEA_Chức năng Restart xe bị Stuck không hoạt động trong một số trường hợp,Bug,Confirmed,"",Normal,"",2.0,"",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"","Steps to Reproduce:

1.  Vào Track DN DownTown TimeAttack
    
2.  Đua tới đoạn bồng binh.
    
3.  Tông vào bồng binh để văng ra tường đối diện.
    

Resulting Behavior:

*   Xe bị Stuck ở đoạn tường đối diện, Stuck tại một chỗ, không hiện nút Restart.
    

Expected Behavior:

*   Nút Restart hiện lên để người chơi có thể Unstuck.
    

System Info: iOS26.2, Iphone16 Plus."
1358,FEA_Các Object Simple Destructible cản đường xe khi nằm cạnh nhau.,Bug,New,"",Normal,"","","",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"",Chưa thể tái hiện lại được.
1359,"FEA_Các xe VF Lux, VF8 và Merc chưa sáng đèn chiếu hậu khi đạp phanh Drift.",Bug,Developed,Liem Tran,Normal,"",1.0,"",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"User story #157:     Tôi muốn có cảm giác đua xe arcade,drift để thu thập nos","Steps to Reproduce:

1.  Vào đua Track bất kỳ với bất kỳ xe nào.
    
2.  Đạp Drift khi đang đua.
    
3.  Check đèn chiếu hậu
    

Resulting Behavior:

*   Đèn chiếu hậu không sáng khi đạp nút Drift.
    
    <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1041/content"">
    

Expected Behavior:

*   Đèn chiếu hậu sáng khi đạp nút Drift.
    

System Info: iOS26.2, Iphone16 Plus."
1362,GD_Review MVP 2 ,Task,New,Phuoc Ho Duc,Normal,Game Design,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"",""
1375,"UI/UX_Screen UserProfile thiếu nút Home, nếu đi tới Screen UserProfile từ Screen GameMode Selection thì sẽ hiện nút Home nhưng bấm thì mất luôn thanh TopBar.",Bug,Tested,Son Nguyen Nam,Normal,"",4.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Game, ở Screen MainMenu bấm vào Avatar để check Screen UserProfile.
    
2.  Back khỏi Screen UserProfile, về lại Screen MainMenu.
    
3.  Bấm Race để vào Screen GameMode Selections.
    
4.  Bấm UserProfile.
    
5.  Thử bấm nút Home hiện lên trong UserProfile.
    

Resulting Behavior:

*   Screen UserProfile khi bấm từ Screen MainMenu không có nút Home.
    
*   Screen UserProfile khi bấm từ Screen GameMode Selection có nút Home.
    
    *   Thử bấm nút Home trong trường hợp này thì sẽ bị mất luôn thanh Top bar.
        
    *   Nút Home không hoạt động đúng chức năng (Về lại Screen Main)
        

Expected Behavior:

*   Screen UserProfile hiện nút Home và nút Home hoạt động chính xác trong tất cả các trường hợp.
    

System Info: iOS26.2, Iphone16 Plus."
1376,"UI/UX_Screen UserProfile, chức năng đặt tên chưa phản hồi lại tác vụ đổi tên đúng và sai của người chơi trên Panel đổi tên ( UI542 Profile_Error và UI542_Profile_Name_Suitable).",Bug,Tested,Son Nguyen Nam,Normal,"",2.0,2.0,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Scren UserProfile.
    
2.  Thử đổi tên đúng.
    
3.  Thử đổi tên saiu.
    
4.  Check UI.
    

Resulting Behavior:

*   UI không phản ứng khi người chơi đổi tên đúng hoặc sai,
    

Expected Behavior:

*   UI phản ứng khi người chơi đổi tên đúng hoặc sai theo thiết kế.
    

System Info: iOS26.2, Iphone16 Plus."
1377,"UI/UX_Screen User Profile, phần Inventory, lỗi Animation khi bấm vào các Performance Part để xem Details.",Bug,In specification,Son Nguyen Nam,Normal,"",2.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Screen UserProfile.
    
2.  Đổi sang Tab Inventory.
    
3.  Thử bấm vào Item Performance trong Inventory.
    
4.  Check UI Animation.
    

Resulting Behavior:

*   UiIAnimation xem Detail bị lỗi khi xuất hiện.
    

Expected Behavior:

*   UiIAnimation xem Detail không bị lỗi khi xuất hiện.
    

System Info: iOS26.2, Iphone16 Plus."
1378,"UI/UX_Chức năng đổi Avatar, Avatar bị lỗi hiển thị bị thu hẹp lại và bị dăm khi thay.",Bug,Tested,Son Nguyen Nam,Normal,"",2.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào Screen UserProfile.
    
2.  Bấm vào chức năng đổi Avatar để thử sang một cái Avatar khác.
    
3.  Kiểm tra Panel nơi UserProfile mới xuất hiện.
    

Resulting Behavior:

*   Avatar mới đổi bị thu hẹp lại và bị dăm hình.
    

Expected Behavior:

*   Avatar mới hoạt động bình thường.
    

System Info: iOS26.2, Iphone16 Plus."
1380,UI/UX_Chưa hiển thị đầy đủ các thông tin liên quan tới các hoạt động của người chơi In-Game,Bug,Specified,Doi Huynh Van,Normal,"",2.0,10.0,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Reset Game
    
2.  Chơi vài trận để Game ghi nhận tiến trình.
    
3.  Check tiến trình của người chơi trong Screen UserProfile
    

Resulting Behavior:

*   Chỉ có thông tin Online Time là có cập nhật.
    

Expected Behavior:

*   Các thông tin còn lại (WinRates, Total Races, Top Speed, TotalRaceTime, v.v) chưa cập nhật trên UI.
    
*   <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1034/content"">
    

System Info: iOS26.2, Iphone16 Plus."
1381,UI/UX_Không thể bấm Shop và Achievement từ Screen UserProfile,Bug,Tested,Son Nguyen Nam,Normal,"",4.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào Screen UserProfile,
    
2.  Thử bấm nút Shop hoặc Achievement để chuyển qua các Screen tương ứng.
    
3.  Bấm nút Back
    
4.  Check UI
    

Resulting Behavior:

*   Không thể chuyển qua các Screen Shop hoặc Achievement khi bấm nút tương ứng.
    
*   Các Screen Shop và Achievement vẫn Load ở phía sau nhưng không chạy Transition out.
    

Expected Behavior:

*   Các nút hoạt động bình thường.
    

System Info: iOS26.2, Iphone16 Plus."
1383,"Shading cho Car in Game ( VF8, SEDAN, MER)",Task,On hold,Phu Pham,Normal,Tech Art,6.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #1413: Car shading in game,""
1384,CARS SHADING,Summary task,New,"",Normal,Tech Art,"",45.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #210: Technical Art,""
1385,Shading cho Car in Main Menu&Garage,Task,On hold,Phu Pham,High,Tech Art,6.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #1414: Car shading in UI Scene ,""
1386,"CRA_Chức năng Debug ""Move To Test Level"" Crash Game khi nhấn vào",Bug,Waiting For Approve,Liem Tran,Normal,"",1.0,"",Phuoc Ho Duc,"","",Crashing,"",VNRacing,"","Steps to Reproduce:

1.  Vào Game.
    
2.  Bấm nút Move To Test Level trên thanh chức năng Debug.
    

Resulting Behavior:

*   Crash Game
    

Expected Behavior:

*   Chức năng Debug hoạt động bình thường.
    

System Info: iOS26.2, Iphone16 Plus."
1388,"UI/UX_Screen Game Mode Selection sai tỉ lệ các Panel, nút NEXT Chồng lên Panel Multiplayer",Bug,Specified,Thinh Nguyen,Normal,"",2.0,2.0,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,User story #375:    Tôi muốn có nhiều Game Mode,"Steps to Reproduce:

1.  Vào Screen Game Mode Selection.
    
2.  Check UI
    

Resulting Behavior:

*   UI chưa đúng tỉ lệ, nút NEXT bị chồng lên Panel Multiplayer.
    
    <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1038/content""><img class=""op-uc-image op-uc-image_inline"">
    

Expected Behavior:

*   Các yếu tố UI đúng tỉ lệ.
    

System Info: iOS26.2, Iphone16 Plus."
1391,FEA_Chức năng Restart xe bị Crash ở đoạn bùng binh Map DownTown Circuit Spawn người chơi vào vị trí lỗi,Bug,In specification,"",Normal,"","","",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua Map DownTown Circuit.
    
2.  Cố gắng tông vào hai bên đường để xe lật gần bùng binh.
    
3.  Bấm nút Restart.
    

Resulting Behavior:

*   Xe Spawn ra ở phần trong của bùng binh làm xe bị kẹt.
    
*   Xe Spawn ra ở phần đường hầm dưới bùng binh chứ không phải giữa đường ở trên như bình thường.
    

Expected Behavior:

*   Xe Spawn ra giữa đường như bình thường.
    

System Info: iOS26.2, Iphone16 Plus."
1394,Lighting cho Main Menu Scene,Task,New,thong tran,Normal,Level Design,3.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #1930: Main Menu Game,""
1395,UI/UX_Nút Drift ở Setting Brake Toggle On chưa giữ kích hoạt FX khi còn đang kích hoạt Drift.,Bug,Specified,Liem Tran,Normal,"",1.0,1.0,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"User story #157:     Tôi muốn có cảm giác đua xe arcade,drift để thu thập nos","Steps to Reproduce:

1.  Vào Setting, mục Gameplay chỉnh Brake Toggle thành On.
    
2.  Vào đua Track bất kỳ.
    
3.  Bấm nút Drift để bắt đầu đua.
    
4.  Giữ Drift bằng cách lái qua lại.
    
5.  Check nút Drift.
    

Resulting Behavior:

*   Nút Drift chỉ chạy FX một lần khi được kích hoạt
    
*   Khi Drift lâu thì nút Drift &nbsp;không chạy FX nữa.
    

Expected Behavior:

*   Nút Drift chạy FX bất cứ khi nào xe còn đang ở  Mode Drift.
    
    <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1040/content"">
    

System Info: iOS26.2, Iphone16 Plus."
1396,MD_Tạo 1 tấm texture shadow giả AO cho phần dưới xe,Task,Waiting For Approve,Đông Huỳnh,Normal,Model,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1712: Garage_Showroom & Car Customize,\\\\10.7.6.250\\job\\SSS\_RACING\\models\\LuxA\_Turbo\\Textures\\Shadow\_Tex
1397,Sample cho Dev_ Tool cho phần shading các xe qua các map ổn định,Task,New,Phu Pham,Normal,Tech Art,1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #1413: Car shading in game,""
1401,PLAN MVP3,Task,In progress,Phuoc Ho Duc,Normal,Game Design,5.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"",""
1406,Chức năng Restart xe không hoạt động khi xe tông vào bên hong đường gần đoạn bùng binh Map  DownTown Circuit,Bug,In specification,Doi Huynh Van,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #1327: GD_ Buglist 3395,""
1412,Build Version 0.1.0.3417,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3417](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3417/android-0.1.0.3417.zip)

**iOS:**

Cập nhật trên TestFlight
"
1413,Car shading in game,Task,New,"",Normal,Tech Art,"",11.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1384: CARS SHADING,""
1414,Car shading in UI Scene ,Task,New,"",Normal,Tech Art,"",30.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1384: CARS SHADING,""
1415,Hoi An Assets,Summary task,New,"",Normal,Model,"","",Son  Nguyen ,"","","","",VNRacing,Epic #217: Game Scene,""
1416,Hoi An Level,User story,New,Phuoc Ho Duc,Normal,"","","",Son  Nguyen ,"","","","",VNRacing,Epic #217: Game Scene,"As Player, I want to race in Hoi An Town, Culture - Architect - Vietnamese Style"
1417,In - Game Levels,Feature,New,"",Normal,"","","",Son  Nguyen ,"","","","",VNRacing,Epic #217: Game Scene,""
1418,In Menu Levels,Feature,New,"",Normal,"","","",Son  Nguyen ,"","","","",VNRacing,Epic #217: Game Scene,""
1432,CAMERA _INTRO CAR IN GAME,Summary task,Specified,Phu Pham,Normal,Tech Art,"",56.0,Giang Duong Vo Tra,"","","","",VNRacing,User story #487: Tôi muốn có các đoạn Cutscene ngắn khi bắt đầu và kết thúc cuộc đua để Showcase cảnh đẹp mỗi khu vực và đội hình đua. ,""
1433,CARS INTRO,Summary task,In progress,Phu Pham,Normal,Tech Art,"",86.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #1777: Tôi muốn có cảm giác thoả mãn về chiếc xe của mình khi bắt đầu đua, Góc máy đẹp - Cinematic scene","*   Intro Sedan Car: http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/7f94b158-8a12-4584-b3ae-eccd369f22c4/edits/tasks/131a8e00-8e82-4015-a07f-f354084d754f
    
*   Intro VF8 :http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/7f94b158-8a12-4584-b3ae-eccd369f22c4/edits/tasks/4bafe396-8c12-4f28-a30a-86af3ebd9ecf
    
*   Intro Mers: http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/7f94b158-8a12-4584-b3ae-eccd369f22c4/edits/tasks/ded06749-ed05-4f87-8dbd-adc853a9b7df"
1442,Điều tra các Case xe bị lật khi đi trên lề và khi tông vào các Simple Destruction Objects,Task,New,Phuoc Ho Duc,Normal,Game Design,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #197:     Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm,nhưng tôi không muốn xe lật ",""
1446,Implement Screen_CarCustomize_Visual_Parts ,Task,Waiting For Approve,Duy LeHoang,Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #496: UI_Car Customize_Visual_Parts,""
1447,Document_Thiết kế tính năng tự động cân bằng cho Camera xe,Task,New,Phuoc Ho Duc,Normal,Game Design,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"Task #417: Document US 197: Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm, nhưng tôi không muốn xe lật",""
1450,UI/UX - Panel đầu tiên trong Screen Gamemode Selection bị răng cưa,Bug,Specified,Son Nguyen Nam,Normal,"",0.5,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #1864: Là Player, tôi muốn có GameMode chơi đơn cho phép đua khắp các địa danh nổi tiếng ở Việt Nam để thỏa mãn trí tò mò vì chưa có tựa Game đua xe nào lấy bối cảnh ở Việt Nam. (VNTour)",""
1465,"Các nút Shop, Achievement, Avatar Trong Screen Upgrade không hoạt động đúng",Bug,In specification,Nhu Truong,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #342: Performance Customize,""
1466,Outro ,User story,New,"",Normal,"","",6.0,Giang Duong Vo Tra,"","","","",VNRacing,Feature #398: Game State,""
1473,TA_Tìm giải pháp xử lý shading cho xe in game ,Task,In progress,Phu Pham,Normal,Tech Art,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1384: CARS SHADING,""
1474,TA_Giải pháp kết hợp Lighting cho map_ Lighting cho phần đường và xe ,Task,New,Phu Pham,Normal,Tech Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,Feature #1658: Lighting Setting,""
1475,MD_Giải pháp kết hợp Lighting cho map_ Lighting cho phần đường và xe ,Task,On hold,Đông Huỳnh,Normal,Model,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Feature #1658: Lighting Setting,https://docs.google.com/document/d/1MvJnAqf1wD4xrIXdEbIYnBMHJLBYUumjYxWEGnviMJk/edit?tab=t.0
1476,MD_Look Dev_Mercedes_Basic,Task,Waiting For Approve,Đông Huỳnh,Normal,Model,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2021: Model _Mercedes Car_Basic,"*   Bánh xe bị hở
    
*   Shading bị nứt gãy, vỡ
    
*   Chỉnh phần hộp đèn số sau xe"
1477,MODEL ,Epic,New,"",Normal,"","",4.0,Giang Duong Vo Tra,"","","","",VNRacing,"",""
1493,Fix logic Customize Performance nhấn Home không trở về screen Home,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,"Bug #1403: Nút Home trong ShowRoom, Car Customize và Screen Customize Visual khi bấm không quay về Image của Home",""
1495,Bổ sung rào chắn cho khu vực dưới cầu_Map Downtown Circuit,Task,New,thong tran,Normal,Level Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1352: OBJ_Thiếu các Object làm rào chắn cho khu vực dưới cầu Map DownTown Circuit,""
1496,Sửa logic hiện vị trí của người chơi.,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1367: UI/UX_Screen Track Selection chưa hiển thị đúng vị trí đua của người chơi khi hoàn thành cuộc đua từ vị trí thứ 3 trở đi.,""
1497,Dev_Setup map RacingTest_Light_Features,Task,On hold,Dat Quang,Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #1962: In-Game Performance,""
1499,"Thêm logic xác định current tab hiện tại, không phải Main thì Visible nút Home",Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1453: UI/UX _ Mất nút Home của screen GameModekhi nhấn nút Back từ Screen Achievement,""
